geneID	GO
TRINITY_DN102160_c0_g2_i1	GO:0006464
TRINITY_DN102161_c0_g1_i1	NA
TRINITY_DN102161_c0_g2_i1	NA
TRINITY_DN102165_c0_g2_i1	NA
TRINITY_DN102166_c0_g1_i1	NA
TRINITY_DN102168_c0_g1_i1	NA
TRINITY_DN102168_c0_g2_i1	NA
TRINITY_DN102173_c0_g1_i1	NA
TRINITY_DN102177_c0_g1_i1	NA
TRINITY_DN102179_c0_g1_i1	NA
TRINITY_DN102179_c0_g1_i4	NA
TRINITY_DN102179_c0_g1_i5	NA
TRINITY_DN102179_c0_g1_i6	NA
TRINITY_DN102187_c0_g1_i1	NA
TRINITY_DN102187_c0_g1_i2	NA
TRINITY_DN102188_c0_g1_i1	GO:0004180;GO:0008236
TRINITY_DN102194_c0_g1_i1	GO:0016020;GO:0044710
TRINITY_DN102194_c0_g2_i1	NA
TRINITY_DN102214_c1_g2_i1	NA
TRINITY_DN102326_c0_g1_i1	NA
TRINITY_DN102329_c0_g1_i1	GO:0043226;GO:0044424;GO:0097159;GO:1901363
TRINITY_DN102329_c0_g1_i2	GO:0043226;GO:0044424;GO:0097159;GO:1901363
TRINITY_DN102333_c0_g1_i1	NA
TRINITY_DN102338_c0_g1_i1	NA
TRINITY_DN102343_c0_g2_i1	NA
TRINITY_DN102347_c0_g1_i1	NA
TRINITY_DN102349_c0_g2_i1	NA
TRINITY_DN102350_c0_g1_i1	GO:0044444
TRINITY_DN102353_c0_g1_i1	NA
TRINITY_DN102353_c0_g1_i2	NA
TRINITY_DN102359_c0_g1_i1	NA
TRINITY_DN102359_c0_g1_i2	NA
TRINITY_DN102368_c0_g1_i1	GO:0003676
TRINITY_DN102382_c0_g1_i1	GO:0016020
TRINITY_DN102384_c0_g1_i1	GO:0005840;GO:0003735;GO:0006412
TRINITY_DN102384_c0_g2_i1	GO:0005840;GO:0003735;GO:0006412
TRINITY_DN102385_c0_g1_i1	NA
TRINITY_DN102398_c0_g1_i1	GO:0004871;GO:0007165
TRINITY_DN102400_c0_g2_i1	NA
TRINITY_DN102404_c0_g1_i1	NA
TRINITY_DN102404_c0_g1_i2	NA
TRINITY_DN102406_c0_g1_i1	GO:0016020
TRINITY_DN102408_c0_g1_i1	NA
TRINITY_DN102408_c0_g1_i2	NA
TRINITY_DN102412_c0_g1_i1	NA
TRINITY_DN102417_c0_g1_i1	GO:0005783;GO:0016021;GO:0031625;GO:0061630;GO:0000209;GO:0030433
TRINITY_DN102424_c0_g1_i1	NA
TRINITY_DN102425_c0_g1_i1	GO:0005634;GO:0005829;GO:0002161;GO:0004823;GO:0005515;GO:0005524;GO:0006429;GO:0006450
TRINITY_DN102428_c0_g1_i1	NA
TRINITY_DN102437_c0_g1_i1	NA
TRINITY_DN102437_c0_g1_i2	NA
TRINITY_DN102442_c0_g1_i1	NA
TRINITY_DN102451_c0_g1_i1	GO:0005654;GO:0005680;GO:0005829;GO:0031965;GO:0010997;GO:0097027;GO:0006281;GO:0007067;GO:0008284;GO:0031145;GO:0031572;GO:0040020;GO:0042787;GO:0051301;GO:0051436;GO:0051437;GO:0070306;GO:0070979;GO:0090344
TRINITY_DN102452_c0_g1_i1	GO:0016491;GO:0006801
TRINITY_DN102453_c0_g1_i1	NA
TRINITY_DN102453_c0_g1_i2	NA
TRINITY_DN102466_c0_g1_i1	GO:0009987
TRINITY_DN102466_c0_g2_i1	GO:0005654;GO:0005829;GO:0016021;GO:0034098;GO:0036501;GO:0004843;GO:0005102;GO:0032403;GO:0036435;GO:0051117;GO:0001501;GO:0030970;GO:0070987;GO:0071712
TRINITY_DN102469_c0_g1_i1	NA
TRINITY_DN102470_c0_g1_i1	NA
TRINITY_DN102475_c0_g1_i1	NA
TRINITY_DN102475_c0_g2_i1	NA
TRINITY_DN102476_c1_g1_i1	GO:0005737;GO:0000166;GO:0004702;GO:0000278;GO:0006468
TRINITY_DN102484_c0_g1_i1	NA
TRINITY_DN102484_c0_g1_i2	NA
TRINITY_DN102491_c0_g1_i1	NA
TRINITY_DN102494_c0_g1_i1	NA
TRINITY_DN102497_c0_g1_i1	GO:0005847;GO:0019899;GO:0035925;GO:0000398;GO:0006369;GO:0006378;GO:0006388;GO:0006406;GO:0060216;GO:0098789
TRINITY_DN102502_c0_g2_i1	NA
TRINITY_DN102503_c0_g1_i1	GO:0005634;GO:0000287;GO:0004450;GO:0046982;GO:0051287;GO:0006099;GO:0006102
TRINITY_DN102503_c0_g2_i1	GO:0005739;GO:0005777;GO:0005829;GO:0070062;GO:0000287;GO:0004450;GO:0005102;GO:0042803;GO:0051287;GO:0006097;GO:0006099;GO:0006102;GO:0006103;GO:0006749;GO:0006979;GO:0060696;GO:0071071
TRINITY_DN102504_c0_g1_i1	NA
TRINITY_DN102504_c0_g1_i2	NA
TRINITY_DN102506_c0_g1_i1	GO:0005811;GO:0033555
TRINITY_DN102512_c0_g1_i1	NA
TRINITY_DN102518_c0_g1_i1	NA
TRINITY_DN102519_c0_g1_i1	NA
TRINITY_DN102523_c0_g1_i1	NA
TRINITY_DN102535_c0_g1_i1	GO:0005789;GO:0005794;GO:0012507;GO:0031201;GO:0031902;GO:0000149;GO:0005484;GO:0006623;GO:0006888;GO:0006891;GO:0006896;GO:0042147;GO:0048280
TRINITY_DN102535_c0_g1_i2	GO:0005789;GO:0005794;GO:0012507;GO:0031201;GO:0031902;GO:0000149;GO:0005484;GO:0006623;GO:0006888;GO:0006891;GO:0006896;GO:0042147;GO:0048280
TRINITY_DN102537_c0_g1_i3	NA
TRINITY_DN102552_c0_g3_i1	NA
TRINITY_DN102552_c0_g3_i2	NA
TRINITY_DN102557_c0_g1_i1	NA
TRINITY_DN102557_c1_g1_i1	NA
TRINITY_DN102567_c0_g1_i1	NA
TRINITY_DN102577_c0_g2_i1	GO:0016020
TRINITY_DN102577_c1_g1_i1	GO:0016020
TRINITY_DN102578_c0_g2_i1	NA
TRINITY_DN102581_c0_g1_i1	GO:0044464;GO:0015929;GO:0008152
TRINITY_DN102581_c0_g2_i1	GO:0016021;GO:0044464;GO:0004563;GO:0005975
TRINITY_DN102583_c0_g1_i1	GO:0044424;GO:0009987
TRINITY_DN102590_c0_g1_i1	NA
TRINITY_DN102606_c0_g1_i1	NA
TRINITY_DN102614_c0_g1_i1	GO:0005622;GO:0033559
TRINITY_DN102836_c0_g1_i1	NA
TRINITY_DN102840_c0_g1_i1	NA
TRINITY_DN102856_c0_g2_i1	NA
TRINITY_DN102856_c0_g3_i1	NA
TRINITY_DN102860_c0_g1_i1	NA
TRINITY_DN102861_c0_g1_i1	NA
TRINITY_DN102864_c0_g2_i1	GO:0000151;GO:0031624;GO:0032182;GO:0097602;GO:0045116;GO:0051443
TRINITY_DN102865_c0_g1_i1	GO:0005578;GO:0005730;GO:0005847;GO:0006379
TRINITY_DN102870_c0_g1_i1	NA
TRINITY_DN102872_c0_g1_i1	NA
TRINITY_DN102873_c0_g2_i1	NA
TRINITY_DN102873_c0_g3_i1	NA
TRINITY_DN102878_c0_g1_i1	GO:0022627;GO:0003735;GO:0000462;GO:0006412
TRINITY_DN102882_c0_g1_i1	NA
TRINITY_DN102882_c0_g2_i1	NA
TRINITY_DN102884_c0_g1_i1	GO:0015629;GO:0051015;GO:0030036
TRINITY_DN102884_c0_g1_i2	GO:0015629;GO:0051015;GO:0030036
TRINITY_DN102887_c0_g2_i1	GO:0016021
TRINITY_DN102887_c0_g2_i2	GO:0016020
TRINITY_DN102897_c0_g1_i1	NA
TRINITY_DN102897_c0_g1_i2	NA
TRINITY_DN102906_c0_g1_i1	NA
TRINITY_DN102906_c0_g1_i2	NA
TRINITY_DN102909_c0_g1_i1	GO:0005730;GO:0005789;GO:0003755;GO:0005528;GO:0000412;GO:0061077
TRINITY_DN102919_c0_g1_i1	NA
TRINITY_DN102923_c0_g1_i1	GO:0000151;GO:0005654;GO:0005730;GO:0005829;GO:0031372;GO:0035370;GO:0070062;GO:0005524;GO:0016874;GO:0031625;GO:0043130;GO:0061630;GO:0061631;GO:0000724;GO:0000729;GO:0002223;GO:0006301;GO:0006303;GO:0006511;GO:0016574;GO:0031058;GO:0033182;GO:0038095;GO:0042769;GO:0043123;GO:0045739;GO:0050852;GO:0051092;GO:0051443;GO:0070423;GO:0070534;GO:0070911
TRINITY_DN102933_c0_g1_i1	NA
TRINITY_DN102939_c0_g1_i1	GO:0016020;GO:0043227;GO:0043229;GO:0005488;GO:0009987;GO:0044699;GO:0065008
TRINITY_DN102942_c0_g1_i1	NA
TRINITY_DN102953_c0_g1_i1	GO:0005759;GO:0005829;GO:0004775;GO:0004776;GO:0048037;GO:0006099;GO:0006104;GO:0006105;GO:0009142
TRINITY_DN102960_c0_g1_i1	NA
TRINITY_DN102961_c0_g1_i1	NA
TRINITY_DN102974_c0_g1_i1	GO:0005829;GO:0004089;GO:0032230;GO:0032849;GO:2001225
TRINITY_DN102975_c0_g1_i1	NA
TRINITY_DN102976_c0_g2_i1	NA
TRINITY_DN103000_c0_g1_i1	NA
TRINITY_DN103014_c0_g1_i1	NA
TRINITY_DN103020_c0_g2_i1	NA
TRINITY_DN103027_c0_g1_i1	NA
TRINITY_DN103035_c0_g2_i1	GO:0044464;GO:0050794
TRINITY_DN103035_c0_g2_i2	GO:0044464;GO:0050794
TRINITY_DN103035_c0_g2_i3	GO:0044464;GO:0050794
TRINITY_DN103035_c0_g3_i1	GO:0097482;GO:0032947;GO:0035332;GO:0046620;GO:0050807
TRINITY_DN103046_c0_g2_i2	NA
TRINITY_DN103054_c0_g1_i1	NA
TRINITY_DN103056_c0_g1_i1	GO:0005654;GO:0005856;GO:0016324;GO:0048471;GO:0055037;GO:0070062;GO:0004702;GO:0005515;GO:0005524;GO:0002230;GO:0007256;GO:0016055;GO:0030033;GO:0031532;GO:0046777;GO:0048814;GO:0072659;GO:0098792
TRINITY_DN103058_c0_g1_i1	NA
TRINITY_DN103058_c0_g2_i10	NA
TRINITY_DN103058_c0_g2_i2	NA
TRINITY_DN103058_c0_g2_i4	NA
TRINITY_DN103058_c0_g2_i6	NA
TRINITY_DN103058_c0_g2_i8	NA
TRINITY_DN103058_c0_g2_i9	NA
TRINITY_DN103061_c0_g1_i1	NA
TRINITY_DN103061_c0_g2_i1	NA
TRINITY_DN103064_c0_g1_i1	NA
TRINITY_DN103064_c0_g1_i2	NA
TRINITY_DN103064_c0_g1_i3	NA
TRINITY_DN103083_c0_g1_i1	NA
TRINITY_DN103088_c0_g1_i1	NA
TRINITY_DN103104_c0_g1_i1	NA
TRINITY_DN103104_c0_g2_i1	GO:0000166
TRINITY_DN103108_c0_g1_i2	GO:0006810
TRINITY_DN103109_c0_g1_i1	GO:0000166
TRINITY_DN103110_c0_g1_i3	GO:0000506;GO:0005789;GO:0016757
TRINITY_DN103128_c0_g2_i1	GO:0044424
TRINITY_DN103129_c1_g1_i1	NA
TRINITY_DN103130_c0_g3_i1	NA
TRINITY_DN103136_c0_g1_i1	NA
TRINITY_DN103140_c0_g1_i1	GO:0005634;GO:0000166;GO:0003676
TRINITY_DN103143_c0_g1_i1	NA
TRINITY_DN103155_c0_g1_i1	NA
TRINITY_DN103159_c0_g1_i1	NA
TRINITY_DN103161_c0_g1_i1	GO:0005783;GO:0046872
TRINITY_DN103161_c0_g1_i2	GO:0005783;GO:0046872
TRINITY_DN103176_c0_g1_i1	NA
TRINITY_DN103176_c0_g1_i2	NA
TRINITY_DN103176_c0_g1_i3	NA
TRINITY_DN103179_c0_g2_i1	NA
TRINITY_DN103182_c0_g1_i1	GO:0005488
TRINITY_DN103187_c0_g1_i1	GO:0005750;GO:0008121;GO:0006122;GO:0009060;GO:0034551
TRINITY_DN103190_c0_g1_i1	NA
TRINITY_DN103192_c0_g1_i1	NA
TRINITY_DN103196_c0_g1_i1	NA
TRINITY_DN103196_c0_g1_i2	NA
TRINITY_DN103198_c0_g1_i1	NA
TRINITY_DN103198_c0_g1_i2	NA
TRINITY_DN103201_c0_g2_i1	GO:0016020
TRINITY_DN103204_c0_g1_i1	NA
TRINITY_DN103204_c0_g1_i2	NA
TRINITY_DN103207_c0_g2_i1	GO:0015630;GO:0044430;GO:0044763
TRINITY_DN103208_c0_g1_i1	GO:0004674;GO:0005488;GO:0006468
TRINITY_DN103211_c0_g1_i1	NA
TRINITY_DN103213_c0_g1_i1	GO:0005856;GO:0042995;GO:0017111
TRINITY_DN103219_c0_g1_i1	GO:0003676;GO:0046872
TRINITY_DN103321_c0_g1_i1	NA
TRINITY_DN103328_c0_g1_i1	NA
TRINITY_DN103347_c0_g2_i2	NA
TRINITY_DN103347_c0_g2_i3	NA
TRINITY_DN103348_c0_g1_i1	GO:0005615;GO:0004601;GO:0050896
TRINITY_DN103348_c0_g1_i2	GO:0005615;GO:0004601;GO:0050896
TRINITY_DN103357_c0_g2_i1	NA
TRINITY_DN103357_c0_g3_i1	NA
TRINITY_DN103358_c0_g1_i1	NA
TRINITY_DN103370_c0_g1_i1	NA
TRINITY_DN103378_c0_g1_i1	NA
TRINITY_DN103383_c0_g1_i1	NA
TRINITY_DN103392_c0_g1_i1	NA
TRINITY_DN103394_c0_g1_i1	GO:0000151;GO:0005737;GO:0008270;GO:0016874;GO:0031624;GO:0061630;GO:0000209;GO:0032436;GO:0042787
TRINITY_DN103397_c0_g1_i1	NA
TRINITY_DN103397_c0_g2_i1	NA
TRINITY_DN103405_c0_g1_i1	GO:0022627;GO:0003735;GO:0019843;GO:0006412;GO:0045903
TRINITY_DN103408_c0_g1_i1	NA
TRINITY_DN103408_c0_g1_i2	NA
TRINITY_DN103409_c0_g1_i1	GO:0001750;GO:0005813;GO:0005515;GO:0006886;GO:0007601
TRINITY_DN103420_c0_g2_i1	GO:0005765;GO:0005769;GO:0005798;GO:0005829;GO:0015630;GO:0030123;GO:0030136;GO:0030897;GO:0031902;GO:0033263;GO:0071439;GO:0008017;GO:0042802;GO:0043621;GO:0046872;GO:0051020;GO:0006623;GO:0008333;GO:0034058;GO:0035542;GO:0042144;GO:0045055;GO:0048193;GO:1902774
TRINITY_DN103423_c0_g2_i1	NA
TRINITY_DN103426_c0_g1_i1	NA
TRINITY_DN103426_c0_g1_i3	NA
TRINITY_DN103431_c1_g3_i1	NA
TRINITY_DN103445_c0_g2_i1	GO:0008152
TRINITY_DN103446_c0_g1_i1	NA
TRINITY_DN103448_c0_g1_i1	GO:0016301;GO:0009987
TRINITY_DN103452_c0_g1_i1	NA
TRINITY_DN103454_c0_g1_i1	NA
TRINITY_DN103463_c0_g1_i1	NA
TRINITY_DN103463_c0_g1_i2	NA
TRINITY_DN103495_c0_g1_i1	NA
TRINITY_DN103497_c0_g1_i1	NA
TRINITY_DN103511_c0_g1_i1	GO:0004721;GO:0006470
TRINITY_DN103511_c0_g1_i2	GO:0005829;GO:0004722;GO:0046872;GO:0001878;GO:0006470;GO:0007049
TRINITY_DN103511_c0_g1_i3	GO:0005829;GO:0004722;GO:0046872;GO:0001878;GO:0006470;GO:0007049
TRINITY_DN103516_c0_g1_i1	GO:0005488
TRINITY_DN103521_c0_g1_i1	NA
TRINITY_DN103523_c0_g2_i1	NA
TRINITY_DN103523_c0_g3_i1	NA
TRINITY_DN103529_c0_g1_i1	NA
TRINITY_DN103530_c0_g1_i1	GO:0005634;GO:0005667;GO:0000978;GO:0001077;GO:0003682;GO:0003705;GO:0046982;GO:0001525;GO:0002089;GO:0007626;GO:0035855;GO:0045638;GO:0045665;GO:0045944;GO:0060216
TRINITY_DN103530_c0_g2_i1	GO:0005634;GO:0005667;GO:0000978;GO:0001077;GO:0003682;GO:0003705;GO:0046982;GO:0001525;GO:0002089;GO:0007626;GO:0035855;GO:0045638;GO:0045665;GO:0045944;GO:0060216
TRINITY_DN103530_c0_g2_i2	GO:0005634;GO:0005667;GO:0000978;GO:0001077;GO:0003682;GO:0003705;GO:0046982;GO:0001525;GO:0002089;GO:0007626;GO:0035855;GO:0045638;GO:0045665;GO:0045944;GO:0060216
TRINITY_DN103530_c0_g3_i1	NA
TRINITY_DN103537_c0_g1_i1	NA
TRINITY_DN103537_c0_g1_i2	NA
TRINITY_DN103544_c0_g2_i1	GO:0005654;GO:0005829;GO:0031410;GO:0031965;GO:0043234;GO:0003934;GO:0005509;GO:0005525;GO:0008270;GO:0030742;GO:0031369;GO:0042803;GO:0050662;GO:0051019;GO:0006729;GO:0010460;GO:0014916;GO:0034341;GO:0034612;GO:0042311;GO:0042416;GO:0045776;GO:0046654;GO:0048265;GO:0050884;GO:0051000;GO:0051066;GO:0051260;GO:0051291;GO:0071222;GO:1905627;GO:2000121
TRINITY_DN103544_c0_g3_i1	GO:0005654;GO:0005829;GO:0031410;GO:0031965;GO:0043234;GO:0003934;GO:0005509;GO:0005525;GO:0008270;GO:0030742;GO:0031369;GO:0042803;GO:0050662;GO:0051019;GO:0006729;GO:0010460;GO:0014916;GO:0034341;GO:0034612;GO:0042311;GO:0042416;GO:0045776;GO:0046654;GO:0048265;GO:0050884;GO:0051000;GO:0051066;GO:0051260;GO:0051291;GO:0071222;GO:1905627;GO:2000121
TRINITY_DN103547_c0_g1_i1	GO:0005488
TRINITY_DN103553_c0_g1_i1	GO:0000015;GO:0000287;GO:0004634;GO:0006096
TRINITY_DN103557_c0_g1_i1	NA
TRINITY_DN103562_c0_g1_i1	NA
TRINITY_DN103562_c0_g2_i1	NA
TRINITY_DN103564_c0_g1_i1	GO:0016021;GO:0030054;GO:0045211;GO:0004970;GO:0005234;GO:0034220;GO:0035235
TRINITY_DN103567_c0_g1_i1	NA
TRINITY_DN103568_c0_g1_i1	NA
TRINITY_DN103582_c0_g1_i1	NA
TRINITY_DN103582_c0_g1_i2	NA
TRINITY_DN103582_c0_g1_i3	NA
TRINITY_DN103583_c0_g1_i1	NA
TRINITY_DN103588_c0_g1_i1	GO:0005829;GO:0005925;GO:0070062;GO:0005515;GO:0007165;GO:0010811;GO:0043547
TRINITY_DN103595_c0_g1_i1	NA
TRINITY_DN103597_c0_g1_i1	NA
TRINITY_DN103597_c0_g1_i2	NA
TRINITY_DN103598_c1_g1_i1	NA
TRINITY_DN103599_c0_g1_i1	NA
TRINITY_DN103611_c0_g1_i1	NA
TRINITY_DN103614_c0_g1_i1	GO:0005488
TRINITY_DN103614_c0_g1_i2	GO:0016020;GO:0016491;GO:0097159;GO:1901363;GO:0050896
TRINITY_DN103634_c0_g1_i1	NA
TRINITY_DN103643_c0_g1_i1	NA
TRINITY_DN103645_c0_g1_i1	NA
TRINITY_DN103648_c0_g1_i1	GO:0030529
TRINITY_DN103665_c0_g1_i1	NA
TRINITY_DN103671_c1_g1_i1	GO:0044424;GO:0061630;GO:0007283;GO:0016567
TRINITY_DN103678_c0_g1_i1	NA
TRINITY_DN103681_c0_g1_i1	NA
TRINITY_DN103682_c0_g1_i1	GO:0016021;GO:0016740;GO:0030170;GO:0009058
TRINITY_DN103682_c0_g2_i1	GO:0005739;GO:0016021;GO:0017059;GO:0004758;GO:0030170;GO:0006686;GO:0046511;GO:0046512;GO:0046513;GO:1904504
TRINITY_DN103686_c0_g3_i1	GO:0005783;GO:0044425;GO:0016491;GO:0006631
TRINITY_DN103701_c0_g1_i1	NA
TRINITY_DN103701_c0_g1_i3	NA
TRINITY_DN103712_c0_g1_i1	NA
TRINITY_DN103721_c0_g1_i1	NA
TRINITY_DN103826_c0_g1_i1	GO:0016020;GO:0015293;GO:0006810
TRINITY_DN103832_c0_g1_i1	GO:0005654;GO:0003676;GO:0016740;GO:0010467;GO:0034645;GO:0044267;GO:0044271
TRINITY_DN103835_c0_g1_i1	NA
TRINITY_DN103837_c0_g1_i1	GO:0005634;GO:0005737;GO:0016020;GO:0044441;GO:0044446;GO:0007017;GO:0015031;GO:0044763;GO:0048513
TRINITY_DN103842_c0_g1_i1	NA
TRINITY_DN103848_c0_g1_i1	NA
TRINITY_DN103848_c0_g1_i2	GO:0006887
TRINITY_DN103851_c0_g1_i1	NA
TRINITY_DN103852_c0_g1_i1	NA
TRINITY_DN103861_c0_g1_i1	NA
TRINITY_DN103865_c0_g2_i1	GO:0044424;GO:0008641
TRINITY_DN103868_c0_g1_i1	NA
TRINITY_DN103874_c0_g1_i1	NA
TRINITY_DN103881_c0_g1_i1	NA
TRINITY_DN103899_c0_g4_i1	NA
TRINITY_DN103900_c0_g1_i1	NA
TRINITY_DN103901_c0_g2_i1	GO:0044464;GO:0030182
TRINITY_DN103910_c0_g1_i1	NA
TRINITY_DN103910_c0_g1_i2	NA
TRINITY_DN103910_c0_g2_i1	NA
TRINITY_DN103911_c0_g1_i1	NA
TRINITY_DN103914_c0_g2_i1	GO:0004672;GO:0016310
TRINITY_DN104028_c0_g1_i1	GO:0005622;GO:0005089;GO:0007264;GO:0035023;GO:0043547
TRINITY_DN104036_c1_g1_i1	NA
TRINITY_DN104037_c0_g1_i1	NA
TRINITY_DN104037_c0_g1_i2	NA
TRINITY_DN104043_c0_g1_i1	NA
TRINITY_DN104043_c0_g2_i1	NA
TRINITY_DN104043_c0_g3_i1	NA
TRINITY_DN104043_c0_g4_i1	NA
TRINITY_DN104044_c0_g1_i1	GO:0008289
TRINITY_DN104046_c0_g1_i1	NA
TRINITY_DN104055_c0_g1_i1	NA
TRINITY_DN104062_c0_g1_i1	NA
TRINITY_DN104062_c0_g2_i1	NA
TRINITY_DN104070_c0_g1_i1	GO:0006813;GO:0055085
TRINITY_DN104070_c0_g1_i2	GO:0016020;GO:0006810
TRINITY_DN104071_c0_g1_i1	GO:0005634;GO:0005829;GO:0016020;GO:0004252;GO:0005515;GO:0042277;GO:0006508
TRINITY_DN104073_c0_g3_i1	NA
TRINITY_DN104081_c0_g2_i1	NA
TRINITY_DN104081_c0_g2_i2	NA
TRINITY_DN104081_c0_g2_i3	NA
TRINITY_DN104081_c0_g2_i4	NA
TRINITY_DN104085_c0_g1_i1	NA
TRINITY_DN104091_c0_g1_i1	GO:0000166
TRINITY_DN104100_c0_g1_i1	NA
TRINITY_DN104100_c0_g1_i2	NA
TRINITY_DN104100_c0_g1_i3	NA
TRINITY_DN104104_c0_g1_i1	NA
TRINITY_DN104107_c0_g1_i1	GO:0005852;GO:0003743;GO:0002181
TRINITY_DN104107_c0_g1_i2	GO:0005852;GO:0003743;GO:0002181
TRINITY_DN104107_c0_g1_i3	GO:0005852;GO:0003743;GO:0002181
TRINITY_DN104107_c0_g1_i4	GO:0005852;GO:0003743;GO:0002181
TRINITY_DN104111_c0_g1_i1	GO:0005747;GO:0045272;GO:0008137;GO:0046872;GO:0051537;GO:0006120
TRINITY_DN104112_c0_g1_i1	GO:0005829;GO:0015935;GO:0003723;GO:0003735;GO:0006412;GO:0042254
TRINITY_DN104113_c0_g1_i1	NA
TRINITY_DN104115_c0_g1_i1	NA
TRINITY_DN104124_c0_g1_i1	NA
TRINITY_DN104131_c0_g2_i1	GO:0005634;GO:0000977;GO:0001228;GO:0006357
TRINITY_DN104134_c0_g1_i1	GO:0016020;GO:0005216;GO:0034220
TRINITY_DN104137_c0_g2_i1	NA
TRINITY_DN104147_c0_g1_i1	NA
TRINITY_DN104147_c0_g2_i1	NA
TRINITY_DN104156_c0_g1_i1	NA
TRINITY_DN104156_c0_g1_i2	GO:0003824;GO:0044710
TRINITY_DN104160_c0_g1_i1	NA
TRINITY_DN104164_c0_g3_i3	NA
TRINITY_DN104164_c0_g3_i4	NA
TRINITY_DN104174_c0_g1_i1	GO:0016020
TRINITY_DN104179_c0_g1_i1	NA
TRINITY_DN104179_c0_g3_i1	NA
TRINITY_DN104189_c0_g1_i1	NA
TRINITY_DN104192_c0_g1_i1	NA
TRINITY_DN104195_c0_g1_i1	NA
TRINITY_DN104195_c0_g1_i2	NA
TRINITY_DN104198_c0_g1_i1	NA
TRINITY_DN104201_c0_g1_i1	NA
TRINITY_DN104214_c0_g1_i1	NA
TRINITY_DN104214_c0_g2_i1	NA
TRINITY_DN104230_c0_g1_i1	NA
TRINITY_DN104230_c0_g1_i2	NA
TRINITY_DN104230_c0_g2_i1	NA
TRINITY_DN104237_c0_g1_i1	GO:0016772;GO:0006796;GO:0046129
TRINITY_DN104237_c0_g1_i2	GO:0016772;GO:0006796;GO:0046129
TRINITY_DN104237_c0_g1_i3	GO:0016772;GO:0006796;GO:0046129
TRINITY_DN104237_c0_g1_i4	GO:0016772;GO:0006796;GO:0046129
TRINITY_DN104251_c1_g1_i1	NA
TRINITY_DN104257_c0_g1_i1	NA
TRINITY_DN104257_c0_g2_i1	NA
TRINITY_DN104266_c0_g1_i1	NA
TRINITY_DN104266_c0_g1_i2	NA
TRINITY_DN104266_c0_g2_i1	NA
TRINITY_DN104274_c1_g1_i1	NA
TRINITY_DN104274_c1_g1_i2	NA
TRINITY_DN104274_c1_g1_i3	NA
TRINITY_DN104274_c1_g2_i1	NA
TRINITY_DN104277_c0_g1_i1	NA
TRINITY_DN104294_c0_g1_i1	NA
TRINITY_DN104299_c0_g1_i1	GO:0005622;GO:0004674;GO:0005515;GO:0018105;GO:0018107;GO:0035556;GO:0046777
TRINITY_DN104299_c0_g1_i2	NA
TRINITY_DN104299_c0_g2_i1	GO:0005622;GO:0000166;GO:0004674;GO:0005515;GO:0018105;GO:0018107;GO:0035556;GO:0046777
TRINITY_DN104300_c0_g1_i1	NA
TRINITY_DN104307_c0_g1_i1	NA
TRINITY_DN104307_c0_g2_i1	NA
TRINITY_DN104310_c0_g1_i1	NA
TRINITY_DN104310_c0_g2_i1	NA
TRINITY_DN104315_c0_g1_i1	NA
TRINITY_DN104322_c0_g1_i1	NA
TRINITY_DN104322_c0_g1_i2	NA
TRINITY_DN104323_c0_g2_i1	GO:0005925;GO:0010494;GO:0016020;GO:0030425;GO:0070062;GO:0071013;GO:1990124;GO:0003730;GO:0008022;GO:0008143;GO:0008266;GO:0006396;GO:0007507;GO:0016071;GO:0031047;GO:0045070;GO:0060213;GO:2000623
TRINITY_DN104324_c0_g1_i1	NA
TRINITY_DN104324_c0_g1_i2	NA
TRINITY_DN104328_c0_g1_i1	GO:0005638;GO:0005730;GO:0005829;GO:0030687;GO:0003743;GO:0043022;GO:0043023;GO:0000054;GO:0000460;GO:0000470;GO:0006413;GO:0007229;GO:0042256;GO:1902626
TRINITY_DN104328_c0_g1_i2	GO:0005638;GO:0005730;GO:0005829;GO:0030687;GO:0003743;GO:0043022;GO:0043023;GO:0000054;GO:0000463;GO:0000466;GO:0006413;GO:0007229;GO:0042256;GO:1902626
TRINITY_DN104356_c0_g1_i1	NA
TRINITY_DN104360_c0_g1_i1	NA
TRINITY_DN104374_c0_g1_i1	NA
TRINITY_DN104374_c0_g1_i2	NA
TRINITY_DN104380_c0_g1_i1	NA
TRINITY_DN104380_c0_g1_i2	NA
TRINITY_DN104384_c0_g1_i1	NA
TRINITY_DN104387_c0_g1_i1	GO:0005777;GO:0016020;GO:0080019;GO:0010025;GO:0035336;GO:0044710
TRINITY_DN104387_c0_g1_i2	GO:0005777;GO:0016020;GO:0080019;GO:0010025;GO:0035336;GO:0055114
TRINITY_DN104392_c0_g2_i1	GO:0004333;GO:0006091
TRINITY_DN104404_c0_g1_i1	NA
TRINITY_DN104404_c0_g2_i1	NA
TRINITY_DN104405_c0_g1_i1	NA
TRINITY_DN104409_c0_g1_i1	NA
TRINITY_DN104409_c0_g1_i2	NA
TRINITY_DN104409_c0_g1_i3	NA
TRINITY_DN104409_c0_g1_i4	NA
TRINITY_DN104414_c0_g1_i1	GO:0000287;GO:0004743;GO:0016301;GO:0030955;GO:0006096
TRINITY_DN104417_c0_g1_i1	GO:0005737;GO:0004828;GO:0005524;GO:0006434
TRINITY_DN104426_c0_g1_i1	NA
TRINITY_DN104430_c0_g1_i1	NA
TRINITY_DN104444_c0_g1_i1	NA
TRINITY_DN104446_c0_g1_i2	NA
